"movieNm","movieCd"
"오오단편극장 - 이학주 배우전","20168624"
"친구애인","20165724"
"모아나","20165443"
"터닝메카드W: 블랙미러의 부활","20163845"
"스와핑 하던 날","20167843"
"라이언","20167324"
"도쿄 연애사건","20167907"
"반지의 제왕 : 반지원정대 (확장판)","20168324"
"음란 선비 - 무삭제판","20168246"
"어쌔신 크리드","20164421"
"너브","20167127"
"아이돌 섹스 스캔들 2","20165972"
"키코리키: 황금모자의 비밀","20168611"
"재키","20166707"
"여자전쟁: 여자의 이유","20164404"
"컨택트","20179281"
"탐정사무소-그놈의 얼굴","20179562"
"스노든","20168462"
"반지의 제왕 : 두개의 탑 (확장판)","20168664"
"유혹","20178921"
"러브 슬레이트","20168609"
"딥워터 호라이즌","20168154"
"2017 한국영화아카데미 33기 졸업영화제 - 개막작","20168643"
"미행","20160741"
"촌구석","20169425"
"바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동","20168366"
"분노","20164926"
"2017 한국영화아카데미 33기 졸업영화제 - B","20168104"
"2017 한국영화아카데미 33기 졸업영화제 - A","20168086"
"2017 한국영화아카데미 33기 졸업영화제 - C","20168087"
"2017 한국영화아카데미 33기 졸업영화제 - D","20168088"
"2017 한국영화아카데미 33기 졸업영화제 - 실습작 A","20168089"
"2017 한국영화아카데미 33기 졸업영화제 - 실습작 B","20168090"
"재심","20166421"
"발레리나","20167644"
"장기왕 : 가락시장 레볼루션","20163019"
"올 리브 올리브","20169269"
"사랑받지 못한 여자","20179481"
"반지의 제왕 : 왕의 귀환 (확장판)","20168689"
"눈길","20158799"
"미용실 : 특별한 서비스 무삭제","20179001"
"젊은 형부 무삭제판","20167986"
"인디스데이 1월 단편 ","20179561"
"레지던트 이블: 파멸의 날","20168688"
"회전목마","20129694"
"흑권","19730023"
"맨체스터 바이 더 씨","20167645"
"조작된 도시","20150964"
"루시드 드림","20156562"
"동창회의 목적: 더 비기닝","20160129"
"문라이트","20165927"
"아주 긴 변명","20168669"
"300 스파르탄","20163352"
"맛있는 워킹걸","20179694"
"전망 좋은 집 3 (무삭제)","20170002"
"레고 배트맨 무비","20162873"
"트리플 엑스 리턴즈","20167716"
"원라인","20151230"
"사일런스","20166468"
"폭군 연산","20101131"
"2월 단편 상상극장-김소연 감독 단편선","20170510"
"명탐정 코난: 에피소드 원-작아진 명탐정","20178881"
"""그래, 가족""","20161366"
"트롤","20161744"
"핵소 고지","20167922"
"일본 엄마","20179002"
"퍼스널 쇼퍼","20161468"
"마이펫 오지","20167906"
"폴링 스노우","20164642"
"제리 맥과이어","19970089"
"50가지 그림자: 심연","20161141"
"언프렌드","20179302"
"어린 형수 2","20170861"
"포토그래퍼","20171121"
"오오극장 개관 2주년 특별전 - 류선영 배우 단편모음","20170602"
"누에치던 방","20160484"
"오오극장 개관 2주년 특별전 - 대구독립단편","20170586"
"나의 연기 워크샵","20160477"
"천국의 아이들","20010152"
"페기 구겐하임: 아트 애딕트","20167635"
"마의 계단","20156323"
"가족의 재구성","20170623"
"친구부부 : 욕망의 스와핑","20179521"
"헤픈젤: 비밀의 몸캠","20168342"
"용을 찾아서","20168722"
"그레이트 월","20163580"
"더 큐어","20167362"
"제19회 한예종 졸업영화제 섹션2","20170587"
"제19회 한예종 졸업영화제 섹션4","20170605"
"제19회 한예종 졸업영화제 섹션1","20170603"
"미인어","20179961"
"싱글라이더","20161723"
"해빙","20150971"
"제19회 한예종 졸업영화제 섹션13","20170625"
"제19회 한예종 졸업영화제 섹션17","20170646"
"제19회 한예종 졸업영화제 섹션9","20170642"
"제19회 한예종 졸업영화제 섹션26","20170653"
"제19회 한예종 졸업영화제 섹션24","20170652"
"커피 메이트","20166422"
"매직키드 보보","20170381"
"딸의 친구 - 무삭제판","20168781"
"레이디버그","20168668"
"아리랑아","19779010"
"23 아이덴티티","20170241"
"존 윅 - 리로드","20166101"
"눈발","20150753"
"녹화중이야","20155381"
"안해","20168612"
"극장판 소드 아트 온라인 -오디널 스케일-","20170509"
"FoFF 2017 - 단편1","20171501"
"FoFF 2017 - 단편2","20171522"
"깊은 사정","20170624"
"쇼콜라","20163361"
"내 이름은 꾸제트","20168149"
"아뉴스 데이","20170421"
"콩: 스컬 아일랜드","20168183"
"파도가 지나간 자리","20168750"
"로건","20161827"
"""구름의 저편, 약속의 장소""","20101218"
"아이히만 쇼","20152642"
"러빙","20171141"
"밀리언 달러 베이비","20050028"
"위대한 임무","20171281"
"히든 피겨스","20167363"
"몬도가네","20170263"
"왕을 참하라","20172401"
"태양의 노래","20070040"
"미녀와 야수","20164721"
"토니 에드만","20164927"
"마리안느와 마가렛","20172641"
"프리즌","20162181"
"슬립리스: 크리미널 나이트","20170656"
"어린 형수 2 - 무삭제판","20170787"
"특이점이 온 영화","20170983"
"오버 더 펜스","20161287"
"만담강호","20172601"
"비정규직 특수요원","20167905"
"아빠는 딸","20151227"
"스캔들 II","20172262"
"패트와 매트: 뚝딱뚝딱 대소동","20171384"
"아내의 동창회","20168365"
"라빠르망","19970103"
"어폴로지","20164951"
"블리드 포 디스","20160222"
"걸 온 더 트레인","20170761"
"패트리어트 데이","20171781"
"...ing","20030399"
"골드","20170221"
"델마와 루이스 ","19930253"
"""태백, 잉걸의 땅""","20081751"
"파워캐치 완다: 버그본의 지구 습격","20172001"
"밤의 해변에서 혼자","20179442"
"보통사람","20167902"
"3월 단편 상상극장-이주영!","20172201"
"아우토반","20168742"
"행복 목욕탕","20161799"
"개구리왕국 2","20170382"
"어느날","20167901"
"미스 슬로운","20167364"
"야생의 순수","20136682"
"정염의 검사","20129035"
"""서서평, 천천히 평온하게""","20173301"
"원스텝","20172863"
"옆집소녀","20172921"
"밤으로의 긴 여로","20172444"
"3월 수요단편극장 <해외 관객을 매료시킨 영화들> ","20173001"
"콜리션","20169603"
"야한목소리-쏠리네 무삭제","20172741"
"그 날","20169266"
"일 포스티노","19960107"
"극장판 암살교실 : 365일의 시간","20171801"
"아기돼지 3형제와 매직램프","20171661"
"시간 여행자의 아내","20090664"
"광장","20173504"
"가현이들","20169464"
"SIDOF2017_9 와 0 사이/You are my../서른/탈","20173501"
"불빛 아래서","20173383"
"플레이온","20173302"
"""SIDOF2017_이른 아침의../춤춰브라/HONDA,BEAT""","20173482"
"""SIDOF2017_가장, 자리/어쩌면 더../일""","20173481"
"호스트 네이션","20164198"
"SIDOF2017_군더더기/트러스트폴/표류인","20173463"
"SIDOF2017_하루 또 하루/강릉여인숙/있는 존재","20173451"
"어떤 점거","20173402"
"스물다섯번째 시간","20173321"
"멀리있는 그대와 가까이 있는 당신에게","20173423"
"SIDOF2017_고요수업/Land without people/피와 재","20173428"
"랜드 오브 마인","20168592"
"투 러버스 앤 베어","20171062"
"공각기동대 : 고스트 인 더 쉘","20163194"
"""다시, 벚꽃""","20172381"
"시간위의 집","20161923"
"원나잇스탠드","20164403"
"SIDOF2017_망각과 기억2: 돌아 봄","20173484"
"시 읽는 시간","20160743"
"슈퍼 버드","20162607"
"파티마의 기적","20137769"
"스캔들 III","20173561"
"도큐멘트 70: 속물에 대한 6가지 테제","20173503"
"쿵푸 요가","20172307"
"데스노트: 더 뉴 월드","20167005"
"엄마친구 3","20172861"
"안녕 자두야 스페셜 : 인어공주 ","20144257"
"킬링","20071016"
"극장판 어드벤처 타임: 비밀의 아일랜드","20174023"
"라이프","20171381"
"메리 크리스마스 미스터 모","20160465"
"나의 속마음 ","20136007"
"""춘천, 춘천""","20160504"
"여자의 일생","20172802"
"댄서","20172161"
"패션 오브 크라이스트","20040525"
"지렁이","20174164"
"임금님의 사건수첩","20161726"
"로즈","20168083"
"어느 독재자","20158044"
"링스","20173444"
"분노의 질주: 더 익스트림","20167542"
"인디피크닉2017-단편3 <신인류의 시간>","20174064"
"7번째 내가 죽던 날","20174803"
"""인디피크닉2017-단편5 <혼돈의 밤, 소동의 기억>""","20174081"
"인디피크닉2017-단편2 <B급의 맛>","20174063"
"개에게 처음 이름을 지어준 날","20172821"
"인디피크닉2017-단편1 <꿈의 대화>","20174062"
"인디피크닉2017-단편4 <시대를 비행하는 카메라>","20174065"
"청불학원: 무삭제판","20173384"
"보안관","20162722"
"여배우와 동거","20174461"
"지니어스","20170741"
"슈퍼 빼꼼: 스파이 대작전","20173061"
"내 친구의 남편","20174482"
"파운더","20172125"
"형님아내3(아랫집 부인)","20174782"
"십계: 구원의 길","20173181"
"나는 부정한다","20164829"
"흑집사 -북 오브 더 아틀란틱-","20173690"
"리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국","20173601"
"파워레인져스: 더 비기닝","20179662"
"콜로설","20173121"
"스머프: 비밀의 숲","20161665"
"망각과 기억2 : 돌아 봄 Part 1. ","20174423"
"망각과 기억2 : 돌아 봄 Part 2. ","20174424"
"더 플랜","20174561"
"특별시민","20162871"
"극장판 또봇: 로봇군단의 습격","20174165"
"아버지와 이토씨","20170342"
"하루","20166384"
"""컴, 투게더""","20167148"
"오두막","20172541"
"""나의 사랑, 그리스""","20165843"
"모놀리스","20170383"
"클로저","20040798"
"가정교사-맛있는 섹스 비밀 수업","20175184"
"더테너 리리코 스핀토 감독판","20154263"
"아이엠호프맨","20175047"
"석조저택 살인사건","20156708"
"런던 프라이드","20173881"
"오즈의 마법사 2","20174501"
"보스 베이비","20174061"
"목소리의 형태","20170321"
"길","20174644"
"언노운 걸","20163185"
"나의 붉은고래","20175423"
"극장판 쿠로코의 농구 라스트 게임","20175142"
"킹 아서: 제왕의 검","20173961"
"극장판 마이 리틀 포니 : 이퀘스트리아 걸스","20174261"
"8 마일","20030009"
"마차 타고 고래고래","20167829"
"맛있는 섹스 그리고 그 여자","20175521"
"다이노 어드벤처: 먹이사슬의 제왕","20173929"
"콕!애니 - [섹션3] Old but New : 변주","20174325"
"콕!애니 - [섹션1] Between : 너와 나의 사이","20174341"
"콕!애니 - [섹션2] VIEW : 세상보기","20174324"
"""카페, 한 사람을 기다리다""","20170511"
"탐하다: 욕망의 섬","20175242"
"악마는 프라다를 입는다","20060264"
"불한당: 나쁜 놈들의 세상","20164844"
"아내의 동영상","20175942"
"아내를 바꾸다","20174581"
"가디언즈 오브 갤럭시 VOL. 2","20163603"
"그대품에 다시한번","19880213"
"로스트 인 파리","20174721"
"에이리언: 커버넌트","20179382"
"그림자","20070493"
"천국보다 낯선","19950325"
"쇠파리","20175021"
"세일즈맨","20170921"
"이터너티","20164062"
"아가씨 참으세요","19810031"
"6월 단편 상상극장-제인팸 앙코르","20175810"
"친구엄마: 젊은 장모를 탐하다","20176167"
"착한불륜","20174921"
"여자 하숙집","20174562"
"부니베어: 브램블의 신비한 모험","20175263"
"정글북","20172522"
"뮤지엄","20174701"
"2x9 이옥섭x구교환 단편영화제","20175922"
"부당거래","20100213"
"88번지","20176682"
"내 아내와 결혼해 주세요","20172122"
"노무현입니다","20174602"
"파도 여인 그리고 탱고","20176345"
"커피와 담배","20060201"
"간츠: 오","20175102"
"푸른노을","20176061"
"겟 아웃","20175262"
"바람의 춤꾼","20176041"
"속사정","20176421"
"알피니스트","20169728"
"키즈모노가타리 III : 냉혈편","20173721"
"눈을 감다 더 무비","20176683"
"대립군","20169348"
"파워배틀 와치카: 와치가면의 역습","20175581"
"난잎으로 칼을 얻다","20169427"
"소녀와 난파선","20176232"
"개의 역사","20174642"
"다른 세계","20176231"
"썸 - 은밀한 이야기 : 무삭제판","20175722"
"월터의 선택","20136170"
"초대남","20177041"
"처제의 유혹","20176581"
"바람에 젖은 여자","20173923"
"캐리비안의 해적: 죽은 자는 말이 없다","20170982"
"황야의 역마차","20124360"
"집으로...","20020061"
"여배우X여감독 열전!","20175926"
"네루다","20174182"
"아메리칸 패스토럴","20175204"
"너에게만 들려주고 싶어","20175501"
"우리들의 일기","20170941"
"너와 100번째 사랑","20173642"
"위 아 엑스","20174241"
"루팡 3세: 칼리오스트로의 성","20101178"
"인카네이트","20174841"
"파란나비효과","20174281"
"[인디포럼2017]신작전08 같이 좀 살자","20176807"
"빌리의 새아침","19518005"
"[인디포럼2017]신작전02 내 사랑은 어디에","20176803"
"[인디포럼2017]신작전10 좋지 아니한家?","20176823"
"바다 탐험대 옥토넛 시즌4: 더 파이널","20174821"
"악녀","20162343"
"[인디포럼2017]신작전01 따로 또 같이","20176802"
"벨과 세바스찬 계속되는 모험","20176715"
"나는 고양이로소이다","20175601"
"[인디포럼2017]신작전03 이젠 훨훨 날아볼까?","20176821"
"[인디포럼2017]신작전12 우린 어디로 가야하죠?","20176825"
"킹콩","19338003"
"원더 우먼","20168261"
"심야식당 2","20173833"
"헤라클레스 ","20137763"
"용순","20168041"
"청춘 합창단 - 또 하나의 꿈","20177223"
"암살교실: 졸업편","20175461"
"중독노래방","20149571"
"누드모델","20177203"
"누나 친구 2","20175502"
"꼬마돼지 베이브의 대모험","20172241"
"베이블레이드 버스트 갓 : 갓 발키리의 탄생","20176141"
"꼬마참새 리차드: 아프리카 원정대","20176741"
"미이라","20166488"
"플래툰","20081374"
"지랄발광 17세","20176961"
"대폭군","20150802"
"예감은 틀리지 않는다","20174961"
"진홍의 평원","20177801"
"첫키스만 50번째","20040526"
"우리를 침범하는 것들","20177361"
"드래곤빌리지<화이트니스타운을 구하라>","20177081"
"불륜가족","20176963"
"안티포르노","20174741"
"더 바","20175981"
"엘르","20175662"
"박열","20178982"
"평화의 시대+Present+브레멘","20178061"
"해리의 소동","20108907"
"옥스보우 인서던트","20136041"
"돌아온 론 레인저","20177281"
"스쿠프","20070008"
"킹 오브 프리즘 - 프라이드 더 히어로","20176983"
"옥자","20158485"
"더 서클","20176201"
"사촌여동생","20177101"
"24주","20176561"
"불타는 전장","20129707"
"좋아하게 되는 그 순간을 ~고백실행위원회~","20173661"
"샤인","20081482"
"직지코드","20174243"
"티켓 다방 - 무삭제판","20175841"
"또떼미즘 - 박소담 특집","20176901"
"파리의 밤이 열리면","20175122"
"더 뷰로","20178561"
"용감한 래시","20178184"
"옆집여자","20172941"
"내가 죽기 전에 가장 듣고 싶은 말","20176781"
